network,condition_number,direction,euclidean_error_epsilon,break_even_epsilon,threshold_over_design_error,downstream_error_ratio_eta_J,candidate_base_ratio,gain,correction_cosine
22,34.035056778535925,analytic_residual_synthetic,0.0005,0.0004883466885645217,0.8799039433594984,1.0238627837730054,1.0471227912576555,0.9549978363081388,0.8809925868124412
22,34.035056778535925,companion_residual_synthetic,0.0005,0.0005397319112576176,0.9724899301939056,0.926385840027433,0.8616326973071352,1.1605873397392008,0.7265231282866403
22,34.035056778535925,leading_downstream_singular,0.0005,0.0002009226892987224,0.3620228636013016,2.4885193491344495,6.066691450263717,0.1648344914519314,0.47152904445531335
22,34.035056778535925,trailing_downstream_singular,0.0005,0.006838415138378152,12.32146871779847,0.07311635662390974,0.02948808894561604,33.91199754735781,0.9851634258570655
22,34.035056778535925,defect_sensitivity_gradient,0.0005,0.00023986068950044383,0.43218142252332215,2.0845433282183357,4.264123778306479,0.23451476833000276,0.926442489017255
23,56.830647912306866,actual_defect,0.0005,0.0005550000000000002,1.0000000000000002,0.9009009009009007,0.8161947042818203,1.2251978538379666,0.9877895298796224
23,56.830647912306866,opposite_defect,0.0005,0.0005550000000000002,1.0000000000000002,0.9009009009009007,0.8161947042818203,1.2251978538379666,0.9877895298796228
23,56.830647912306866,isotropic,0.0005,0.0005423001725407148,0.9771174280012879,0.9219986002539232,0.853720219383053,1.1713439336398255,0.7561500936770666
23,56.830647912306866,analytic_residual_synthetic,0.0005,0.0005112641409887509,0.9211966504301818,0.9779680597841913,0.95747925591053,1.0444090499371022,0.8809943656617829
23,56.830647912306866,companion_residual_synthetic,0.0005,0.0005548002850118909,0.9996401531745781,0.901225203929525,0.816764953921168,1.2243424441746031,0.7184057127711784
23,56.830647912306866,leading_downstream_singular,0.0005,0.00019378282057831722,0.34915823527624723,2.580208082986001,6.5201564274406065,0.15337055347191042,0.17262063418741866
23,56.830647912306866,trailing_downstream_singular,0.0005,0.011012803247740073,19.842888734666797,0.04540170097950353,0.026283127207855743,38.04722292334798,0.9867729950997727
23,56.830647912306866,defect_sensitivity_gradient,0.0005,0.00023560065599969638,0.4245056864859394,2.122235177480339,4.4188364653181385,0.2263039168452241,0.9237931866348267
24,65.06113781143266,actual_defect,0.0005,0.0005549999999999999,0.9999999999999998,0.9009009009009009,0.8161947042818205,1.2251978538379662,0.9877895298796225
24,65.06113781143266,opposite_defect,0.0005,0.0005549999999999999,0.9999999999999998,0.9009009009009009,0.8161947042818205,1.2251978538379662,0.9877895298796225
24,65.06113781143266,isotropic,0.0005,0.0006703484028315422,1.2078349600568328,0.7458807955505035,0.5671066524047643,1.763336747611037,0.787017053156013
24,65.06113781143266,analytic_residual_synthetic,0.0005,0.0006362556501834298,1.1464065769070806,0.785847638218776,0.6268391194626199,1.5953056676763977,0.9020868513595598
24,65.06113781143266,companion_residual_synthetic,0.0005,0.0006637013591888434,1.1958583048447629,0.7533508754767136,0.5780342031936297,1.730001433262973,0.7361475503110985
24,65.06113781143266,leading_downstream_singular,0.0005,0.00021246809559170605,0.38282539746253336,2.3532944963221016,5.427849477040771,0.18423502792955007,0.33116690571171875
24,65.06113781143266,trailing_downstream_singular,0.0005,0.01382341604782463,24.907055942026357,0.03617050939291408,0.02554839541601126,39.14140139592864,0.9871438661258489
24,65.06113781143266,defect_sensitivity_gradient,0.0005,0.0002727743949263258,0.49148539626365,1.8330166221614979,3.3026695988407275,0.3027853589565879,0.9456759256001681
25,82.51904650812534,actual_defect,0.0005,0.0005550000000000002,1.0000000000000002,0.9009009009009009,0.8161947042818206,1.2251978538379662,0.9877895298796225
25,82.51904650812534,opposite_defect,0.0005,0.0005550000000000002,1.0000000000000002,0.9009009009009009,0.8161947042818206,1.2251978538379662,0.9877895298796225
25,82.51904650812534,isotropic,0.0005,0.000494912846702079,0.8917348589226648,1.0102788871451205,1.0201618902526592,0.9802365776987946,0.6123205323417533
25,82.51904650812534,analytic_residual_synthetic,0.0005,0.0005273900021518895,0.9502522561295306,0.9480649954680008,0.9012828852523292,1.1095295565498653,0.8379644874447514
25,82.51904650812534,companion_residual_synthetic,0.0005,0.0004944462994327184,0.8908942332121051,1.011232161255233,1.0220421712395285,0.9784332076896634,0.5995006422277009
25,82.51904650812534,leading_downstream_singular,0.0005,0.00016418529625151398,0.2958293626153405,3.045339694938664,9.073266336754331,0.11021389242693805,0.2907354016785154
25,82.51904650812534,trailing_downstream_singular,0.0005,0.01354841409732902,24.41155693212436,0.03690468835747881,0.025600743497938293,39.06136554512696,0.9871176504515048
25,82.51904650812534,defect_sensitivity_gradient,0.0005,0.00020258918365664489,0.36502555613809884,2.4680488413804813,5.967690688210421,0.16756900654646328,0.9098199533254795
26,96.2796965926165,actual_defect,0.0005,0.0005550000000000002,1.0000000000000002,0.9009009009009008,0.8161947042818204,1.2251978538379664,0.9877895298796225
26,96.2796965926165,opposite_defect,0.0005,0.0005550000000000002,1.0000000000000002,0.9009009009009008,0.8161947042818204,1.2251978538379664,0.9877895298796225
26,96.2796965926165,isotropic,0.0005,0.000575999647350573,1.0378372024334648,0.8680560870129892,0.7595038612148581,1.316649000836491,0.7531454083872045
26,96.2796965926165,analytic_residual_synthetic,0.0005,0.0005508298557110457,0.9924862265063886,0.9077213132439395,0.8282308470193093,1.2073928465703307,0.8838615909176673
26,96.2796965926165,companion_residual_synthetic,0.0005,0.0005820723337971345,1.0487789798146565,0.8589997685309357,0.7442427236387206,1.3436476679420413,0.7118141060697944
26,96.2796965926165,leading_downstream_singular,0.0005,0.00018454886658434496,0.33252048033215303,2.709309513810985,7.186465856150339,0.13915045587312955,0.3022398939955579
26,96.2796965926165,trailing_downstream_singular,0.0005,0.017768308881251995,32.0149709572108,0.028139988073235752,0.025044483712044333,39.92895247902764,0.9873986668847156
26,96.2796965926165,defect_sensitivity_gradient,0.0005,0.00022444389341775469,0.40440341156352194,2.227728241504687,4.8665893044539335,0.20548271847899588,0.922974178914125
27,77.03616240614662,actual_defect,0.0005,0.000555,1.0,0.9009009009009008,0.8161947042818204,1.2251978538379664,0.9877895298796227
27,77.03616240614662,opposite_defect,0.0005,0.000555,1.0,0.9009009009009008,0.8161947042818204,1.2251978538379664,0.9877895298796224
27,77.03616240614662,isotropic,0.0005,0.0005391342907123005,0.9714131364185594,0.9274127218645346,0.8634901247180249,1.158090835522355,0.6913471056120237
27,77.03616240614662,analytic_residual_synthetic,0.0005,0.000549229814254322,0.9896032689267062,0.9103657285590727,0.8329219306151124,1.2005927125264915,0.8618778286537448
27,77.03616240614662,companion_residual_synthetic,0.0005,0.000538210136665689,0.9697479939922323,0.9290051709125962,0.8663746219614114,1.154235101827048,0.6527435556765463
27,77.03616240614662,leading_downstream_singular,0.0005,0.00018736675260241605,0.33759775243678564,2.6685630884630736,6.97265543873118,0.14341738363339676,0.4205007688605771
27,77.03616240614662,trailing_downstream_singular,0.0005,0.014434015582992019,26.0072352846703,0.03464039491471542,0.02544267645111328,39.3040410635039,0.9871973348509346
27,77.03616240614662,defect_sensitivity_gradient,0.0005,0.0002424630646204982,0.4368703867036003,2.0621697609184193,4.173598877146175,0.23960136789278136,0.9266503574624109
28,128.1556735264703,actual_defect,0.0005,0.0005549999999999999,0.9999999999999998,0.900900900900901,0.8161947042818206,1.225197853837966,0.9877895298796228
28,128.1556735264703,opposite_defect,0.0005,0.0005549999999999999,0.9999999999999998,0.900900900900901,0.8161947042818206,1.225197853837966,0.9877895298796227
28,128.1556735264703,isotropic,0.0005,0.0007066558621527829,1.27325380568069,0.7075579879529779,0.5127587357744142,1.9502349355193533,0.818285880630325
28,128.1556735264703,analytic_residual_synthetic,0.0005,0.0006274324139014449,1.1305088538764774,0.7968985805035861,0.6439054216957997,1.5530231091491418,0.915555651493725
28,128.1556735264703,companion_residual_synthetic,0.0005,0.0007130807767744803,1.2848302284224868,0.7011828340986545,0.5039957802609653,1.9841435963654446,0.7790483452823893
28,128.1556735264703,leading_downstream_singular,0.0005,0.0001992616043940323,0.3590299178270852,2.509264148105868,6.167853007567296,0.16213097146983024,0.1054039474049136
28,128.1556735264703,trailing_downstream_singular,0.0005,0.02553650511908229,46.0117209352834,0.019579813199511475,0.02464590867024505,40.57468577765598,0.9876002446141147
28,128.1556735264703,defect_sensitivity_gradient,0.0005,0.00024415235447562466,0.4399141522083327,2.0479016107539447,4.116379138218684,0.24293194733095907,0.9344843743322545
29,62.03738399463216,actual_defect,0.0005,0.0005550000000000002,1.0000000000000002,0.9009009009009007,0.8161947042818203,1.2251978538379666,0.9877895298796224
29,62.03738399463216,opposite_defect,0.0005,0.0005550000000000002,1.0000000000000002,0.9009009009009007,0.8161947042818203,1.2251978538379666,0.9877895298796227
29,62.03738399463216,isotropic,0.0005,0.0005037217348212539,0.9076067294076646,0.9926115262376466,0.9856349808057566,1.0145743804491394,0.6885934445972364
29,62.03738399463216,analytic_residual_synthetic,0.0005,0.0005231003194600914,0.9425230981262908,0.9558395997847335,0.9157257157468184,1.0920300509246395,0.8450095092069878
29,62.03738399463216,companion_residual_synthetic,0.0005,0.0005022201515477776,0.9049011739599596,0.9955793260367284,0.9913923159261214,1.0086824195987818,0.6203239418792176
29,62.03738399463216,leading_downstream_singular,0.0005,0.00018565602380963848,0.3345153582155648,2.6931525826098306,7.101297269304942,0.14081934075939306,0.15204576680119003
29,62.03738399463216,trailing_downstream_singular,0.0005,0.011517614039995114,20.752457729720923,0.043411768988241964,0.02611068407293391,38.29849869910496,0.986859891301528
29,62.03738399463216,defect_sensitivity_gradient,0.0005,0.00022429646672476425,0.4041377778824581,2.2291924937611864,4.872956961274198,0.205214207296942,0.9073006432158163
30,55.93655049576817,actual_defect,0.0005,0.000555,1.0,0.9009009009009007,0.8161947042818202,1.2251978538379666,0.9877895298796223
30,55.93655049576817,opposite_defect,0.0005,0.000555,1.0,0.9009009009009007,0.8161947042818202,1.2251978538379666,0.9877895298796224
30,55.93655049576817,isotropic,0.0005,0.00046680486598484067,0.8410898486213345,1.0711113710117954,1.143704822287691,0.8743514764585446,0.7005143898861145
30,55.93655049576817,analytic_residual_synthetic,0.0005,0.000468961824160399,0.8449762597484666,1.0661848667429803,1.1334309911865104,0.882276916526845,0.845092218731164
30,55.93655049576817,companion_residual_synthetic,0.0005,0.00047572734718568613,0.8571663913255605,1.0510221936113329,1.1021076599231998,0.9073523725165695,0.6475860119076545
30,55.93655049576817,leading_downstream_singular,0.0005,0.00018066303612732277,0.3255189840131942,2.7675832905167352,7.497878501259396,0.13337105953797904,0.5848226853553214
30,55.93655049576817,trailing_downstream_singular,0.0005,0.010105667043054786,18.2084090865852,0.04947718917215166,0.026660419620989088,37.50878696645587,0.9865828534867175
30,55.93655049576817,defect_sensitivity_gradient,0.0005,0.0002236805794613376,0.4030280711015092,2.235330403757396,4.899694683526224,0.2040943496667669,0.9127762924457429
31,40.51645256038889,actual_defect,0.0005,0.0005549999999999999,0.9999999999999998,0.9009009009009009,0.8161947042818206,1.225197853837966,0.9877895298796224
31,40.51645256038889,opposite_defect,0.0005,0.0005549999999999999,0.9999999999999998,0.9009009009009009,0.8161947042818206,1.225197853837966,0.9877895298796229
31,40.51645256038889,isotropic,0.0005,0.0005970483140411422,1.075762728002058,0.8374531645784787,0.7085771280357487,1.411278970818754,0.7674349096964378
31,40.51645256038889,analytic_residual_synthetic,0.0005,0.0005845217160796649,1.0531922812246215,0.8554002122512323,0.7382214278981073,1.3546071167931806,0.8839555191992859
31,40.51645256038889,companion_residual_synthetic,0.0005,0.0005959013196638232,1.0736960714663482,0.839065099372618,0.711213973000104,1.4060466160158718,0.6998891864088006
31,40.51645256038889,leading_downstream_singular,0.0005,0.0002250214437227291,0.40544404274365603,2.222010452550907,4.841764178157004,0.20653628784965844,0.3858761784880712
31,40.51645256038889,trailing_downstream_singular,0.0005,0.00911707064966218,16.427154323715637,0.054842176748792354,0.027206507448833503,36.755912234625164,0.9863083022469347
31,40.51645256038889,defect_sensitivity_gradient,0.0005,0.0002744170359516296,0.49444510982275597,1.8220443139256595,3.2635385527362826,0.30641586849389585,0.937996840418101
32,61.057935230464174,actual_defect,0.0005,0.000555,1.0,0.9009009009009009,0.8161947042818204,1.2251978538379664,0.9877895298796227
32,61.057935230464174,opposite_defect,0.0005,0.000555,1.0,0.9009009009009009,0.8161947042818204,1.2251978538379664,0.9877895298796227
32,61.057935230464174,isotropic,0.0005,0.00044474469063667617,0.801341784930948,1.1242405148990602,1.257510989337094,0.7952216787601653,0.6123678096107091
32,61.057935230464174,analytic_residual_synthetic,0.0005,0.0004801158456073724,0.8650735956889593,1.041415326268753,1.082493797278049,0.9237928221986295,0.8085702676654513
32,61.057935230464174,companion_residual_synthetic,0.0005,0.0004438205830685548,0.7996767262496483,1.1265813688563593,1.2626519500558637,0.7919838875279579,0.5532786021610844
32,61.057935230464174,leading_downstream_singular,0.0005,0.00015984641227992054,0.28801155365751446,3.128002642464116,9.571186926134764,0.1044802497033501,0.4287975938850457
32,61.057935230464174,trailing_downstream_singular,0.0005,0.009759891887809454,17.585390788845864,0.051230075675789265,0.026832663356326048,37.26801125629748,0.9864957946447486
32,61.057935230464174,defect_sensitivity_gradient,0.0005,0.00020769634708126978,0.3742276523986843,2.407360586868455,5.678992155518126,0.17608758255253557,0.8910325376545186
33,182.43392092303193,actual_defect,0.0005,0.000555,1.0,0.9009009009009009,0.8161947042818205,1.2251978538379662,0.9877895298796227
33,182.43392092303193,opposite_defect,0.0005,0.000555,1.0,0.9009009009009009,0.8161947042818205,1.2251978538379662,0.9877895298796228
33,182.43392092303193,isotropic,0.0005,0.0006128141243250462,1.1041695933784614,0.8159080872209014,0.6738199386664391,1.4840760010442935,0.7284805627229638
33,182.43392092303193,analytic_residual_synthetic,0.0005,0.0006131434266278385,1.1047629308609703,0.8154698856512188,0.6731224175495456,1.4856138704166608,0.8849855196640836
33,182.43392092303193,companion_residual_synthetic,0.0005,0.0006069274845543857,1.0935630352331274,0.8238216471068314,0.6864810842456521,1.456704376783902,0.6923205401703819
33,182.43392092303193,leading_downstream_singular,0.0005,0.0001697224662021472,0.3058062454092742,2.9459859451045056,8.492453742424324,0.11775159810461704,0.15447438883884446
33,182.43392092303193,trailing_downstream_singular,0.0005,0.030963134977984474,55.789432392764816,0.016148235647182103,0.024526280914650006,40.77259016480894,0.9876607709544939
33,182.43392092303193,defect_sensitivity_gradient,0.0005,0.00022052935757019287,0.3973501938201673,2.2672718295152774,5.040023453066137,0.19841177512609437,0.9147617290605491
34,69.70595243950551,actual_defect,0.0005,0.0005550000000000002,1.0000000000000002,0.9009009009009008,0.8161947042818203,1.2251978538379666,0.9877895298796225
34,69.70595243950551,opposite_defect,0.0005,0.0005550000000000002,1.0000000000000002,0.9009009009009008,0.8161947042818203,1.2251978538379666,0.9877895298796225
34,69.70595243950551,isotropic,0.0005,0.0005110737002847473,0.9208535140265717,0.9783324787039961,0.9581748651277092,1.0436508370178508,0.6557525620578497
34,69.70595243950551,analytic_residual_synthetic,0.0005,0.0005451050198038875,0.9821712068538513,0.9172544405844677,0.8452062983648393,1.1831431000154982,0.842095023877284
34,69.70595243950551,companion_residual_synthetic,0.0005,0.0005060321770982528,0.9117696884653204,0.9880794594271788,0.9768762361481703,1.0236711294595586,0.6008838401466504
34,69.70595243950551,leading_downstream_singular,0.0005,0.0001877072681168386,0.3382112939042137,2.663722108452265,6.947468493604531,0.1439373206111761,0.4047409171672183
34,69.70595243950551,trailing_downstream_singular,0.0005,0.013084313903901874,23.575340367390762,0.038213696466797176,0.025696687408392996,38.91552183778296,0.9870689904586868
34,69.70595243950551,defect_sensitivity_gradient,0.0005,0.0002448303536798789,0.4411357723961782,2.042230436238151,4.093746291719374,0.24427503043428708,0.9281899634941225
35,203.14702283480068,actual_defect,0.0005,0.000555,1.0,0.9009009009009009,0.8161947042818206,1.2251978538379662,0.9877895298796227
35,203.14702283480068,opposite_defect,0.0005,0.000555,1.0,0.9009009009009009,0.8161947042818206,1.2251978538379662,0.9877895298796225
35,203.14702283480068,isotropic,0.0005,0.000524573509689281,0.9451774949356413,0.9531552599675945,0.9107257032542838,1.0980254498436945,0.7255236278593276
35,203.14702283480068,analytic_residual_synthetic,0.0005,0.000530172726461907,0.9552661738052377,0.9430888747083166,0.8921006880840698,1.1209497014823084,0.8593878003776912
35,203.14702283480068,companion_residual_synthetic,0.0005,0.0005264710771373659,0.9485965353826411,0.9497197884425109,0.9043471018855187,1.1057701162695714,0.6547105148860116
35,203.14702283480068,leading_downstream_singular,0.0005,0.00016369869806405764,0.29495260912442817,3.054392038013295,9.127142985911073,0.109563310396652,0.05866082467594087
35,203.14702283480068,trailing_downstream_singular,0.0005,0.03325490315364627,59.91874442098427,0.015035376819167695,0.024492420261043528,40.828958075268375,0.9876778969662928
35,203.14702283480068,defect_sensitivity_gradient,0.0005,0.0001932646034335558,0.3482245106910915,2.587126618723534,6.555039089334375,0.15255439157137718,0.9169692151394189
36,228.4733582047377,actual_defect,0.0005,0.0005550000000000002,1.0000000000000002,0.900900900900901,0.8161947042818207,1.225197853837966,0.9877895298796228
36,228.4733582047377,opposite_defect,0.0005,0.0005550000000000002,1.0000000000000002,0.900900900900901,0.8161947042818207,1.225197853837966,0.9877895298796222
36,228.4733582047377,isotropic,0.0005,0.0006568820434057634,1.1835712493797537,0.7611716669976689,0.589591473954573,1.6960896555926932,0.7546205946125181
36,228.4733582047377,analytic_residual_synthetic,0.0005,0.0006833136004225309,1.2311956764369925,0.7317284475105166,0.5467025762142055,1.8291481392401314,0.8867532099209745
36,228.4733582047377,companion_residual_synthetic,0.0005,0.000622313585425924,1.1212857395061693,0.803453454511667,0.6541409134316165,1.528722603137618,0.6711051961045309
36,228.4733582047377,leading_downstream_singular,0.0005,0.00020325209765321086,0.36621999577155107,2.4599992116839116,5.928984565138731,0.16866294540211899,0.42559360054580475
36,228.4733582047377,trailing_downstream_singular,0.0005,0.04643768931298637,83.67151227565111,0.010767116266919305,0.024384961598707653,41.00888147607326,0.9877322779605907
36,228.4733582047377,defect_sensitivity_gradient,0.0005,0.00023905746265818597,0.4307341669516864,2.0915473394567075,4.2926632277226915,0.23295561448702598,0.9512559965874143
37,171.99116467815088,actual_defect,0.0005,0.000555,1.0,0.9009009009009009,0.8161947042818205,1.2251978538379662,0.9877895298796224
37,171.99116467815088,opposite_defect,0.0005,0.000555,1.0,0.9009009009009009,0.8161947042818205,1.2251978538379662,0.9877895298796228
37,171.99116467815088,isotropic,0.0005,0.0005368564984476197,0.9673090062119273,0.9313475788144608,0.8706265574042488,1.14859808892285,0.7419431659736737
37,171.99116467815088,analytic_residual_synthetic,0.0005,0.0005368542359165382,0.967304929579348,0.9313515039075382,0.8706336912135798,1.1485886775253276,0.8658001928555508
37,171.99116467815088,companion_residual_synthetic,0.0005,0.0005400833086650176,0.9731230786757074,0.9257831004551949,0.8605434182853162,1.1620564154596167,0.6687702601495319
37,171.99116467815088,leading_downstream_singular,0.0005,0.0001570846144112927,0.28303534128160845,3.1829979140468607,9.90983796061243,0.1009098235485376,0.19345084882011263
37,171.99116467815088,trailing_downstream_singular,0.0005,0.027017165785616474,48.67957799210175,0.01850675248349671,0.024606031443614406,40.64044225463726,0.9876204131695643
37,171.99116467815088,defect_sensitivity_gradient,0.0005,0.0001930889286726881,0.34790797959042896,2.5894804193956036,6.566928045286794,0.1522782027005334,0.9054998610576288
38,171.32521988333144,actual_defect,0.0005,0.0005549999999999998,0.9999999999999996,0.900900900900901,0.8161947042818206,1.225197853837966,0.9877895298796227
38,171.32521988333144,opposite_defect,0.0005,0.0005549999999999998,0.9999999999999996,0.900900900900901,0.8161947042818206,1.225197853837966,0.9877895298796227
38,171.32521988333144,isotropic,0.0005,0.0006013461531355904,1.0835065822262888,0.8314678615517159,0.6988305813760682,1.430961990860358,0.6669906597782388
38,171.32521988333144,analytic_residual_synthetic,0.0005,0.0006974374428830003,1.256644041230631,0.7169101761057561,0.5257572831135982,1.9020183497561443,0.8662821609236017
38,171.32521988333144,companion_residual_synthetic,0.0005,0.0005713667894354238,1.0294897106944574,0.8750946139065198,0.7714752778685842,1.2962178162893037,0.5942367265640208
38,171.32521988333144,leading_downstream_singular,0.0005,0.00017923764606159366,0.32295071362449307,2.78959253809983,7.617219088607147,0.13128150685539175,0.4315552443989633
38,171.32521988333144,trailing_downstream_singular,0.0005,0.030707929122873304,55.329602023195136,0.016282439561434537,0.024530527599283616,40.76553168099017,0.9876586074584248
38,171.32521988333144,defect_sensitivity_gradient,0.0005,0.0002079970164151619,0.3747693989462376,2.4038806354895033,5.662655650708568,0.17659558724445304,0.9237498837520994
39,57.45295054042767,actual_defect,0.0005,0.000555,1.0,0.9009009009009009,0.8161947042818204,1.2251978538379664,0.9877895298796227
39,57.45295054042767,opposite_defect,0.0005,0.000555,1.0,0.9009009009009009,0.8161947042818204,1.2251978538379664,0.9877895298796227
39,57.45295054042767,isotropic,0.0005,0.000556697033804944,1.0030577185674665,0.8981545969134632,0.8113738721908442,1.2324774487744274,0.8320534286083779
39,57.45295054042767,analytic_residual_synthetic,0.0005,0.0005277485851206576,0.9508983515687524,0.9474208251750907,0.9000915058983758,1.1109981523510835,0.8959671625930445
39,57.45295054042767,companion_residual_synthetic,0.0005,0.0005976667835180302,1.0768770874198743,0.8365865625940648,0.7071616136859398,1.4141039058776086,0.751553869429823
39,57.45295054042767,leading_downstream_singular,0.0005,0.00019140235762197004,0.3448691128323784,2.612298020840092,6.6827392761490145,0.14963923604936127,0.4357803075887111
39,57.45295054042767,trailing_downstream_singular,0.0005,0.010996630185776297,19.813748082479812,0.04546847457384995,0.02628904766113903,38.038654457545036,0.9867701331887038
39,57.45295054042767,defect_sensitivity_gradient,0.0005,0.00023822751660012293,0.4292387686488701,2.098833951408206,4.322455801322041,0.2313499653817503,0.9204161339133617
40,53.33341825884658,actual_defect,0.0005,0.000555,1.0,0.9009009009009009,0.8161947042818206,1.2251978538379662,0.987789529879623
40,53.33341825884658,opposite_defect,0.0005,0.000555,1.0,0.9009009009009009,0.8161947042818206,1.2251978538379662,0.9877895298796228
40,53.33341825884658,isotropic,0.0005,0.0005609015229426363,1.0106333746714167,0.8914220759766688,0.7996179457536375,1.2505972449849196,0.7525518217717952
40,53.33341825884658,analytic_residual_synthetic,0.0005,0.0005395873354472361,0.9722294332382632,0.926634053754386,0.8620814785681288,1.1599831626831218,0.8801277530949732
40,53.33341825884658,companion_residual_synthetic,0.0005,0.0005686335717825226,1.0245649942027433,0.8793008798840812,0.7786756189822758,1.2842318105541737,0.7058634274681921
40,53.33341825884658,leading_downstream_singular,0.0005,0.00019353413153158405,0.348710146903755,2.583523619545123,6.536861421564343,0.1529786139723135,0.2463039515322174
40,53.33341825884658,trailing_downstream_singular,0.0005,0.010321836784336604,18.597904115921807,0.048440990731296055,0.026561419641693836,37.648590078757906,0.9866328686520841
40,53.33341825884658,defect_sensitivity_gradient,0.0005,0.0002239328803985504,0.40348266738477545,2.232811899307113,4.888714779199879,0.20455273935282983,0.935800018035883
41,96.2251389228907,actual_defect,0.0005,0.0005550000000000002,1.0000000000000002,0.9009009009009008,0.8161947042818204,1.2251978538379664,0.9877895298796228
41,96.2251389228907,opposite_defect,0.0005,0.0005550000000000002,1.0000000000000002,0.9009009009009008,0.8161947042818204,1.2251978538379664,0.9877895298796228
41,96.2251389228907,isotropic,0.0005,0.0006611852219714413,1.1913247242728673,0.7562177486501604,0.5822569027091116,1.717454950464688,0.7834786802917503
41,96.2251389228907,analytic_residual_synthetic,0.0005,0.0006401882509299167,1.1534923440178677,0.7810202690750981,0.619458858261815,1.6143122124461553,0.8976259488975372
41,96.2251389228907,companion_residual_synthetic,0.0005,0.0006497068926682964,1.1706430498527862,0.7695777982999972,0.6021468325965559,1.6607245041675898,0.7212677865583722
41,96.2251389228907,leading_downstream_singular,0.0005,0.0002084479392549415,0.37558187253142605,2.398680465670024,5.638287685697961,0.17735881099799017,0.5589164504257925
41,96.2251389228907,trailing_downstream_singular,0.0005,0.02005793191299702,36.14041786125589,0.024927794259587306,0.024878157185710247,40.19590327913795,0.9874827506160145
41,96.2251389228907,defect_sensitivity_gradient,0.0005,0.000247517499411249,0.44597747641666485,2.0200591925391613,4.005866346668718,0.24963389026486144,0.9395328678595177
42,124.18018830807448,actual_defect,0.0005,0.000555,1.0,0.9009009009009009,0.8161947042818206,1.2251978538379662,0.9877895298796228
42,124.18018830807448,opposite_defect,0.0005,0.000555,1.0,0.9009009009009009,0.8161947042818206,1.2251978538379662,0.9877895298796227
42,124.18018830807448,isotropic,0.0005,0.0006362473191026082,1.1463915659506454,0.7858579281799134,0.6268548997083905,1.59526550795917,0.8097063460445109
42,124.18018830807448,analytic_residual_synthetic,0.0005,0.0005753438298510987,1.0366555492812588,0.8690455585999802,0.7611809551815178,1.3137480558240338,0.9058868227456723
42,124.18018830807448,companion_residual_synthetic,0.0005,0.0006535531763292296,1.1775732906832965,0.7650486878639593,0.595365041045027,1.6796417845507507,0.764588068588356
42,124.18018830807448,leading_downstream_singular,0.0005,0.00015541904368661624,0.28003431294885806,3.2171089728758706,10.122853489393428,0.09878637491373206,0.13598746303709858
42,124.18018830807448,trailing_downstream_singular,0.0005,0.01929996611166486,34.77471371471145,0.025906781240294573,0.02492671565126567,40.11759968663278,0.987458259501108
42,124.18018830807448,defect_sensitivity_gradient,0.0005,0.00019673776501844423,0.3544824594926923,2.541454102384078,6.326489222618918,0.15806555023040714,0.9132114370879875
43,221.80089064886374,actual_defect,0.0005,0.000555,1.0,0.9009009009009009,0.8161947042818205,1.2251978538379662,0.9877895298796224
43,221.80089064886374,opposite_defect,0.0005,0.000555,1.0,0.9009009009009009,0.8161947042818205,1.2251978538379662,0.9877895298796227
43,221.80089064886374,isotropic,0.0005,0.0007395374749589262,1.332499954880948,0.6760982599668391,0.47028582661731894,2.1263664422821744,0.8645993373685342
43,221.80089064886374,analytic_residual_synthetic,0.0005,0.0006030429981658523,1.0865639606591933,0.8291282736400949,0.6950397695341273,1.4387665912560401,0.9319891065805752
43,221.80089064886374,companion_residual_synthetic,0.0005,0.0007829351173466597,1.4106939051291165,0.6386225230188715,0.4222115733412854,2.368480788165587,0.8318551587004713
43,221.80089064886374,leading_downstream_singular,0.0005,0.00021229897639762964,0.38252067819392727,2.3551691509972925,5.436461979085781,0.1839431607996207,0.074412217778387
43,221.80089064886374,trailing_downstream_singular,0.0005,0.04708810204883636,84.84342711502046,0.01061839356959931,0.02438185828486301,41.014101071239104,0.9877338476562024
43,221.80089064886374,defect_sensitivity_gradient,0.0005,0.0002607373016825649,0.4697969399685854,1.9176389291959686,3.61235510493369,0.2768277123791672,0.9438544659339377
44,262.4419329169476,actual_defect,0.0005,0.0005550000000000002,1.0000000000000002,0.9009009009009009,0.8161947042818205,1.2251978538379662,0.9877895298796227
44,262.4419329169476,opposite_defect,0.0005,0.0005550000000000002,1.0000000000000002,0.9009009009009009,0.8161947042818205,1.2251978538379662,0.9877895298796225
44,262.4419329169476,isotropic,0.0005,0.0005761314352147915,1.0380746580446694,0.8678575225002112,0.759167536657287,1.3172322994778327,0.6713617922329327
44,262.4419329169476,analytic_residual_synthetic,0.0005,0.0006203046752249944,1.1176660814864763,0.8060555078335367,0.6582272904051696,1.5192320564290995,0.8673344132141809
44,262.4419329169476,companion_residual_synthetic,0.0005,0.000567595494735005,1.022694585108117,0.8809090358150863,0.7814376048811341,1.2796927019555346,0.6359294855971775
44,262.4419329169476,leading_downstream_singular,0.0005,0.0001656591975737414,0.2984850406734079,3.0182447296802235,8.912961412120055,0.1121961549884168,0.20939232072404523
44,262.4419329169476,trailing_downstream_singular,0.0005,0.04347592001672324,78.33499102112295,0.011500619188913598,0.02440089860479325,40.98209726602292,0.9877242127875427
